approval_id,workflow_run_id,request_id,approval_required,decision,reviewer_name,review_comment,reviewed_at,sla_hours
APR-1034-01,RUN-1034-01,REQ-1034,1,Approved,M. Chen,Approved after review of trade-offs and feasibility warnings.,2026-01-08 18:15:00,19.0
APR-1035-01,RUN-1035-01,REQ-1035,1,Rejected,A. Shah,Rejected because validation found likely infeasibility.,2026-04-08 07:08:00,21.0
APR-1036-01,RUN-1036-01,REQ-1036,1,Approved,A. Shah,Approved after review of trade-offs and feasibility warnings.,2026-04-12 06:27:00,16.0
APR-1037-01,RUN-1037-01,REQ-1037,1,Approved,J. Morgan,Approved after review of trade-offs and feasibility warnings.,2026-02-06 02:32:00,19.0
APR-1038-01,RUN-1038-01,REQ-1038,1,Pending,J. Morgan,Pending sourcing manager review.,2026-01-28 03:53:00,24.0
APR-1039-01,RUN-1039-01,REQ-1039,1,Rejected,R. Patel,Rejected because validation found likely infeasibility.,2026-02-18 00:33:00,9.0
APR-1040-01,RUN-1040-01,REQ-1040,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-03-12 09:37:00,11.0
APR-1041-01,RUN-1041-01,REQ-1041,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-01-13 18:05:00,15.0
APR-1042-01,RUN-1042-01,REQ-1042,1,Rejected,R. Patel,Rejected due to policy or portfolio concerns.,2026-03-29 03:20:00,10.0
APR-1043-01,RUN-1043-01,REQ-1043,1,Rejected,R. Patel,Rejected because validation found likely infeasibility.,2026-02-14 01:04:00,4.0
APR-1044-01,RUN-1044-01,REQ-1044,1,Rejected,A. Shah,Rejected because validation found likely infeasibility.,2026-03-02 21:01:00,15.0
APR-1045-01,RUN-1045-01,REQ-1045,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-02-11 05:24:00,13.0
APR-1046-01,RUN-1046-01,REQ-1046,1,Rejected,J. Morgan,Rejected due to policy or portfolio concerns.,2026-02-06 00:08:00,6.0
APR-1047-01,RUN-1047-01,REQ-1047,1,Approved,S. Walker,Approved after review of trade-offs and feasibility warnings.,2026-03-04 20:56:00,21.0
APR-1048-01,RUN-1048-01,REQ-1048,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-03-07 04:32:00,11.0
APR-1049-01,RUN-1049-01,REQ-1049,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-03-28 02:27:00,10.0
APR-1050-01,RUN-1050-01,REQ-1050,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-04-13 03:50:00,21.0
APR-1051-01,RUN-1051-01,REQ-1051,1,Approved,M. Chen,Approved after review of trade-offs and feasibility warnings.,2026-02-01 16:52:00,15.0
APR-1052-01,RUN-1052-01,REQ-1052,1,Rejected,R. Patel,Rejected due to policy or portfolio concerns.,2026-02-07 15:36:00,4.0
APR-1053-01,RUN-1053-01,REQ-1053,1,Approved,S. Walker,Approved after review of trade-offs and feasibility warnings.,2026-03-19 00:54:00,24.0
APR-1054-01,RUN-1054-01,REQ-1054,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-03-13 05:49:00,9.0
APR-1055-01,RUN-1055-01,REQ-1055,1,Rejected,M. Chen,Rejected because validation found likely infeasibility.,2026-03-28 13:34:00,11.0
APR-1056-01,RUN-1056-01,REQ-1056,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-01-08 02:49:00,19.0
APR-1057-01,RUN-1057-01,REQ-1057,1,Approved,J. Morgan,Approved after review of trade-offs and feasibility warnings.,2026-03-13 23:42:00,20.0
APR-1058-01,RUN-1058-01,REQ-1058,1,Approved,J. Morgan,Approved after review of trade-offs and feasibility warnings.,2026-02-10 08:58:00,21.0
APR-1059-01,RUN-1059-01,REQ-1059,1,Rejected,J. Morgan,Rejected because validation found likely infeasibility.,2026-02-07 14:57:00,24.0
APR-1060-01,RUN-1060-01,REQ-1060,1,Rejected,A. Shah,Rejected because validation found likely infeasibility.,2026-03-09 02:36:00,15.0
APR-1061-01,RUN-1061-01,REQ-1061,1,Pending,J. Morgan,Pending sourcing manager review.,2026-01-31 10:13:00,19.0
APR-1062-01,RUN-1062-01,REQ-1062,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-01-20 10:07:00,14.0
APR-1063-01,RUN-1063-01,REQ-1063,1,Rejected,R. Patel,Rejected because validation found likely infeasibility.,2026-02-27 12:44:00,17.0
APR-1064-01,RUN-1064-01,REQ-1064,1,Rejected,R. Patel,Rejected because validation found likely infeasibility.,2026-02-09 11:25:00,15.0
APR-1065-01,RUN-1065-01,REQ-1065,1,Pending,J. Morgan,Pending sourcing manager review.,2026-03-01 07:33:00,22.0
APR-1066-01,RUN-1066-01,REQ-1066,1,Approved,S. Walker,Approved after review of trade-offs and feasibility warnings.,2026-02-21 02:43:00,22.0
APR-1067-01,RUN-1067-01,REQ-1067,1,Rejected,J. Morgan,Rejected because validation found likely infeasibility.,2026-03-27 16:28:00,3.0
APR-1068-01,RUN-1068-01,REQ-1068,1,Approved,S. Walker,Approved after review of trade-offs and feasibility warnings.,2026-03-04 21:10:00,10.0
APR-1069-01,RUN-1069-01,REQ-1069,1,Rejected,M. Chen,Rejected due to policy or portfolio concerns.,2026-03-11 12:59:00,22.0
APR-1070-01,RUN-1070-01,REQ-1070,1,Approved,A. Shah,Approved after review of trade-offs and feasibility warnings.,2026-01-10 19:07:00,23.0
APR-1071-01,RUN-1071-01,REQ-1071,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-01-22 22:33:00,7.0
APR-1072-01,RUN-1072-01,REQ-1072,1,Rejected,A. Shah,Rejected due to policy or portfolio concerns.,2026-02-09 20:03:00,21.0
APR-1073-01,RUN-1073-01,REQ-1073,1,Pending,A. Shah,Pending sourcing manager review.,2026-01-18 04:29:00,15.0
APR-1074-01,RUN-1074-01,REQ-1074,1,Rejected,S. Walker,Rejected due to policy or portfolio concerns.,2026-03-03 02:15:00,4.0
APR-1075-01,RUN-1075-01,REQ-1075,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-04-02 12:01:00,22.0
APR-1076-01,RUN-1076-01,REQ-1076,1,Approved,M. Chen,Approved after review of trade-offs and feasibility warnings.,2026-03-08 10:57:00,1.0
APR-1077-01,RUN-1077-01,REQ-1077,1,Approved,A. Shah,Approved after review of trade-offs and feasibility warnings.,2026-04-05 01:50:00,18.0
APR-1078-01,RUN-1078-01,REQ-1078,1,Approved,M. Chen,Approved after review of trade-offs and feasibility warnings.,2026-03-28 10:59:00,6.0
APR-1079-01,RUN-1079-01,REQ-1079,1,Rejected,M. Chen,Rejected because validation found likely infeasibility.,2026-03-11 12:17:00,7.0
APR-1080-01,RUN-1080-01,REQ-1080,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-02-08 22:24:00,7.0
APR-1081-01,RUN-1081-01,REQ-1081,1,Approved,J. Morgan,Approved after review of trade-offs and feasibility warnings.,2026-02-21 22:26:00,1.0
APR-1082-01,RUN-1082-01,REQ-1082,1,Rejected,M. Chen,Rejected due to policy or portfolio concerns.,2026-02-03 13:00:00,14.0
APR-1083-01,RUN-1083-01,REQ-1083,1,Rejected,J. Morgan,Rejected because validation found likely infeasibility.,2026-01-09 06:14:00,19.0
APR-1084-01,RUN-1084-01,REQ-1084,1,Approved,J. Morgan,Approved after review of trade-offs and feasibility warnings.,2026-01-10 18:25:00,18.0
APR-1085-01,RUN-1085-01,REQ-1085,1,Pending,R. Patel,Pending sourcing manager review.,2026-01-15 15:13:00,2.0
APR-1086-01,RUN-1086-01,REQ-1086,1,Approved,M. Chen,Approved after review of trade-offs and feasibility warnings.,2026-03-08 03:36:00,5.0
APR-1087-01,RUN-1087-01,REQ-1087,1,Approved,S. Walker,Approved after review of trade-offs and feasibility warnings.,2026-03-28 06:41:00,6.0
APR-1088-01,RUN-1088-01,REQ-1088,1,Approved,S. Walker,Approved after review of trade-offs and feasibility warnings.,2026-01-14 01:23:00,23.0
APR-1089-01,RUN-1089-01,REQ-1089,1,Pending,R. Patel,Pending sourcing manager review.,2026-01-10 01:53:00,10.0
APR-1090-01,RUN-1090-01,REQ-1090,1,Rejected,J. Morgan,Rejected because validation found likely infeasibility.,2026-03-14 00:29:00,15.0
APR-1091-01,RUN-1091-01,REQ-1091,1,Approved,M. Chen,Approved after review of trade-offs and feasibility warnings.,2026-03-15 11:30:00,23.0
APR-1092-01,RUN-1092-01,REQ-1092,1,Approved,A. Shah,Approved after review of trade-offs and feasibility warnings.,2026-01-10 20:04:00,5.0
APR-1093-01,RUN-1093-01,REQ-1093,1,Approved,M. Chen,Approved after review of trade-offs and feasibility warnings.,2026-03-01 09:48:00,16.0
APR-1094-01,RUN-1094-01,REQ-1094,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-04-08 13:11:00,3.0
APR-1095-01,RUN-1095-01,REQ-1095,1,Approved,R. Patel,Approved after review of trade-offs and feasibility warnings.,2026-03-18 08:23:00,20.0
APR-1096-01,RUN-1096-01,REQ-1096,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-02-24 18:18:00,11.0
APR-1097-01,RUN-1097-01,REQ-1097,1,Approved,A. Shah,Approved after review of trade-offs and feasibility warnings.,2026-02-26 07:24:00,23.0
APR-1098-01,RUN-1098-01,REQ-1098,1,Approved,R. Patel,Approved after review of trade-offs and feasibility warnings.,2026-02-06 15:55:00,12.0
APR-1099-01,RUN-1099-01,REQ-1099,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-03-16 01:09:00,23.0
APR-1100-01,RUN-1100-01,REQ-1100,1,Rejected,S. Walker,Rejected due to policy or portfolio concerns.,2026-02-25 17:21:00,2.0
APR-1101-01,RUN-1101-01,REQ-1101,1,Approved,M. Chen,Approved after review of trade-offs and feasibility warnings.,2026-04-04 21:34:00,14.0
APR-1102-01,RUN-1102-01,REQ-1102,1,Approved,A. Shah,Approved after review of trade-offs and feasibility warnings.,2026-03-14 02:16:00,3.0
APR-1103-01,RUN-1103-01,REQ-1103,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-04-05 16:43:00,7.0
APR-1104-01,RUN-1104-01,REQ-1104,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-02-04 20:54:00,14.0
APR-1105-01,RUN-1105-01,REQ-1105,1,Approved,R. Patel,Approved after review of trade-offs and feasibility warnings.,2026-03-23 03:42:00,12.0
APR-1106-01,RUN-1106-01,REQ-1106,1,Approved,J. Morgan,Approved after review of trade-offs and feasibility warnings.,2026-01-27 08:00:00,16.0
APR-1107-01,RUN-1107-01,REQ-1107,1,Approved,S. Walker,Approved after review of trade-offs and feasibility warnings.,2026-03-29 05:12:00,6.0
APR-1108-01,RUN-1108-01,REQ-1108,1,Approved,A. Shah,Approved after review of trade-offs and feasibility warnings.,2026-03-20 15:31:00,8.0
APR-1109-01,RUN-1109-01,REQ-1109,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-01-19 06:50:00,22.0
APR-1110-01,RUN-1110-01,REQ-1110,1,Approved,J. Morgan,Approved after review of trade-offs and feasibility warnings.,2026-03-02 13:25:00,21.0
APR-1111-01,RUN-1111-01,REQ-1111,1,Approved,M. Chen,Approved after review of trade-offs and feasibility warnings.,2026-01-24 05:21:00,24.0
APR-1112-01,RUN-1112-01,REQ-1112,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-01-22 04:20:00,1.0
APR-1113-01,RUN-1113-01,REQ-1113,1,Approved,S. Walker,Approved after review of trade-offs and feasibility warnings.,2026-03-29 03:29:00,15.0
APR-1114-01,RUN-1114-01,REQ-1114,1,Approved,S. Walker,Approved after review of trade-offs and feasibility warnings.,2026-04-06 23:45:00,5.0
APR-1115-01,RUN-1115-01,REQ-1115,1,Rejected,M. Chen,Rejected due to policy or portfolio concerns.,2026-02-27 23:26:00,18.0
APR-1116-01,RUN-1116-01,REQ-1116,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-01-14 05:51:00,21.0
APR-1117-01,RUN-1117-01,REQ-1117,1,Pending,M. Chen,Pending sourcing manager review.,2026-01-31 14:21:00,21.0
APR-1118-01,RUN-1118-01,REQ-1118,1,Approved,A. Shah,Approved after review of trade-offs and feasibility warnings.,2026-01-25 03:43:00,10.0
APR-1119-01,RUN-1119-01,REQ-1119,1,Rejected,R. Patel,Rejected because validation found likely infeasibility.,2026-03-20 00:35:00,14.0
APR-1120-01,RUN-1120-01,REQ-1120,1,Rejected,J. Morgan,Rejected because validation found likely infeasibility.,2026-02-09 08:16:00,23.0
APR-1121-01,RUN-1121-01,REQ-1121,1,Approved,R. Patel,Approved after review of trade-offs and feasibility warnings.,2026-03-21 15:42:00,1.0
APR-1122-01,RUN-1122-01,REQ-1122,1,Approved,R. Patel,Approved after review of trade-offs and feasibility warnings.,2026-01-16 18:17:00,11.0
APR-1123-01,RUN-1123-01,REQ-1123,1,Approved,R. Patel,Approved after review of trade-offs and feasibility warnings.,2026-02-13 08:13:00,2.0
APR-1124-01,RUN-1124-01,REQ-1124,1,Rejected,M. Chen,Rejected due to policy or portfolio concerns.,2026-02-01 03:26:00,7.0
APR-1125-01,RUN-1125-01,REQ-1125,1,Approved,R. Patel,Approved after review of trade-offs and feasibility warnings.,2026-01-13 20:38:00,16.0
APR-1126-01,RUN-1126-01,REQ-1126,1,Approved,S. Walker,Approved after review of trade-offs and feasibility warnings.,2026-04-08 21:24:00,18.0
APR-1127-01,RUN-1127-01,REQ-1127,1,Pending,J. Morgan,Pending sourcing manager review.,2026-01-17 20:59:00,10.0
APR-1128-01,RUN-1128-01,REQ-1128,1,Approved,M. Chen,Approved after review of trade-offs and feasibility warnings.,2026-03-06 03:14:00,5.0
APR-1129-01,RUN-1129-01,REQ-1129,1,Approved,S. Walker,Approved after review of trade-offs and feasibility warnings.,2026-03-08 00:52:00,7.0
APR-1130-01,RUN-1130-01,REQ-1130,1,Pending,J. Morgan,Pending sourcing manager review.,2026-03-05 11:27:00,2.0
APR-1131-01,RUN-1131-01,REQ-1131,1,Rejected,R. Patel,Rejected because validation found likely infeasibility.,2026-03-24 10:59:00,22.0
APR-1132-01,RUN-1132-01,REQ-1132,1,Approved,S. Walker,Approved after review of trade-offs and feasibility warnings.,2026-03-05 13:15:00,17.0
APR-1133-01,RUN-1133-01,REQ-1133,1,Pending,M. Chen,Pending sourcing manager review.,2026-04-03 21:17:00,8.0
APR-1134-01,RUN-1134-01,REQ-1134,1,Approved,S. Walker,Approved after review of trade-offs and feasibility warnings.,2026-03-18 22:33:00,24.0
APR-1135-01,RUN-1135-01,REQ-1135,1,Rejected,M. Chen,Rejected due to policy or portfolio concerns.,2026-04-05 02:05:00,14.0
APR-1136-01,RUN-1136-01,REQ-1136,1,Approved,J. Morgan,Approved after review of trade-offs and feasibility warnings.,2026-02-25 18:57:00,22.0
APR-1137-01,RUN-1137-01,REQ-1137,1,Approved,M. Chen,Approved after review of trade-offs and feasibility warnings.,2026-01-26 11:01:00,19.0
APR-1138-01,RUN-1138-01,REQ-1138,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-03-11 08:51:00,15.0
APR-1139-01,RUN-1139-01,REQ-1139,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-02-23 23:37:00,12.0
APR-1140-01,RUN-1140-01,REQ-1140,1,Pending,R. Patel,Pending sourcing manager review.,2026-01-25 11:20:00,13.0
APR-1141-01,RUN-1141-01,REQ-1141,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-03-27 09:36:00,4.0
APR-1142-01,RUN-1142-01,REQ-1142,1,Rejected,S. Walker,Rejected because validation found likely infeasibility.,2026-01-09 23:40:00,20.0
APR-1143-01,RUN-1143-01,REQ-1143,1,Approved,A. Shah,Approved after review of trade-offs and feasibility warnings.,2026-03-15 18:12:00,15.0
APR-1144-01,RUN-1144-01,REQ-1144,1,Rejected,A. Shah,Rejected due to policy or portfolio concerns.,2026-02-18 22:32:00,3.0
APR-1145-01,RUN-1145-01,REQ-1145,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-01-22 03:01:00,11.0
APR-1146-01,RUN-1146-01,REQ-1146,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-03-16 17:43:00,22.0
APR-1147-01,RUN-1147-01,REQ-1147,1,Approved,A. Shah,Approved after review of trade-offs and feasibility warnings.,2026-01-19 21:26:00,2.0
APR-1148-01,RUN-1148-01,REQ-1148,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-02-05 00:10:00,7.0
APR-1149-01,RUN-1149-01,REQ-1149,1,Rejected,J. Morgan,Rejected because validation found likely infeasibility.,2026-02-10 05:49:00,7.0
APR-1150-01,RUN-1150-01,REQ-1150,1,Approved,R. Patel,Approved after review of trade-offs and feasibility warnings.,2026-02-07 00:53:00,2.0
APR-1151-01,RUN-1151-01,REQ-1151,1,Approved,S. Walker,Approved after review of trade-offs and feasibility warnings.,2026-01-30 14:46:00,16.0
APR-1152-01,RUN-1152-01,REQ-1152,1,Rejected,M. Chen,Rejected due to policy or portfolio concerns.,2026-02-20 02:38:00,13.0
APR-1153-01,RUN-1153-01,REQ-1153,1,Pending,M. Chen,Pending sourcing manager review.,2026-03-20 15:49:00,18.0
APR-1154-01,RUN-1154-01,REQ-1154,1,Pending,M. Chen,Pending sourcing manager review.,2026-03-21 12:20:00,22.0
APR-1155-01,RUN-1155-01,REQ-1155,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-03-21 19:01:00,8.0
APR-1156-01,RUN-1156-01,REQ-1156,1,Pending,J. Morgan,Pending sourcing manager review.,2026-02-01 07:09:00,3.0
APR-1157-01,RUN-1157-01,REQ-1157,1,Approved,J. Morgan,Approved after review of trade-offs and feasibility warnings.,2026-03-19 14:28:00,13.0
APR-1158-01,RUN-1158-01,REQ-1158,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-03-15 08:21:00,21.0
APR-1159-01,RUN-1159-01,REQ-1159,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-03-07 13:18:00,20.0
APR-1160-01,RUN-1160-01,REQ-1160,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-01-10 02:00:00,5.0
APR-1161-01,RUN-1161-01,REQ-1161,1,Approved,A. Shah,Approved after review of trade-offs and feasibility warnings.,2026-03-13 19:50:00,11.0
APR-1162-01,RUN-1162-01,REQ-1162,1,Approved,M. Chen,Approved after review of trade-offs and feasibility warnings.,2026-03-15 07:20:00,3.0
APR-1163-01,RUN-1163-01,REQ-1163,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-01-13 15:27:00,6.0
APR-1164-01,RUN-1164-01,REQ-1164,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-01-05 17:38:00,6.0
APR-1165-01,RUN-1165-01,REQ-1165,1,Rejected,S. Walker,Rejected because validation found likely infeasibility.,2026-01-20 00:33:00,2.0
APR-1166-01,RUN-1166-01,REQ-1166,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-03-05 21:48:00,2.0
APR-1167-01,RUN-1167-01,REQ-1167,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-03-06 20:53:00,18.0
APR-1168-01,RUN-1168-01,REQ-1168,1,Rejected,M. Chen,Rejected because validation found likely infeasibility.,2026-02-19 20:55:00,5.0
APR-1169-01,RUN-1169-01,REQ-1169,1,Approved,J. Morgan,Approved after review of trade-offs and feasibility warnings.,2026-03-07 07:15:00,15.0
APR-1170-01,RUN-1170-01,REQ-1170,1,Pending,S. Walker,Pending sourcing manager review.,2026-03-22 00:56:00,6.0
APR-1171-01,RUN-1171-01,REQ-1171,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-03-25 07:19:00,15.0
APR-1172-01,RUN-1172-01,REQ-1172,1,Approved,A. Shah,Approved after review of trade-offs and feasibility warnings.,2026-01-07 18:15:00,20.0
APR-1173-01,RUN-1173-01,REQ-1173,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-01-12 01:58:00,18.0
APR-1174-01,RUN-1174-01,REQ-1174,1,Approved,R. Patel,Approved after review of trade-offs and feasibility warnings.,2026-01-21 02:56:00,18.0
APR-1175-01,RUN-1175-01,REQ-1175,1,Rejected,J. Morgan,Rejected due to policy or portfolio concerns.,2026-02-26 09:55:00,6.0
APR-1176-01,RUN-1176-01,REQ-1176,1,Rejected,J. Morgan,Rejected because validation found likely infeasibility.,2026-04-01 15:15:00,5.0
APR-1177-01,RUN-1177-01,REQ-1177,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-03-05 22:08:00,2.0
APR-1178-01,RUN-1178-01,REQ-1178,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-03-28 15:31:00,13.0
APR-1179-01,RUN-1179-01,REQ-1179,1,Approved,M. Chen,Approved after review of trade-offs and feasibility warnings.,2026-03-21 22:57:00,23.0
APR-1180-01,RUN-1180-01,REQ-1180,1,Rejected,J. Morgan,Rejected because validation found likely infeasibility.,2026-01-15 05:52:00,23.0
APR-1181-01,RUN-1181-01,REQ-1181,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-03-06 06:54:00,24.0
APR-1182-01,RUN-1182-01,REQ-1182,1,Rejected,A. Shah,Rejected because validation found likely infeasibility.,2026-02-20 03:03:00,3.0
APR-1183-01,RUN-1183-01,REQ-1183,1,Approved,M. Chen,Approved after review of trade-offs and feasibility warnings.,2026-04-06 08:25:00,19.0
APR-1184-01,RUN-1184-01,REQ-1184,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-04-04 00:32:00,18.0
APR-1185-01,RUN-1185-01,REQ-1185,1,Rejected,A. Shah,Rejected due to policy or portfolio concerns.,2026-02-10 13:23:00,9.0
APR-1186-01,RUN-1186-01,REQ-1186,1,Pending,S. Walker,Pending sourcing manager review.,2026-03-22 20:08:00,12.0
APR-1187-01,RUN-1187-01,REQ-1187,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-02-21 08:31:00,17.0
APR-1188-01,RUN-1188-01,REQ-1188,1,Rejected,J. Morgan,Rejected because validation found likely infeasibility.,2026-02-24 15:41:00,11.0
APR-1189-01,RUN-1189-01,REQ-1189,1,Pending,M. Chen,Pending sourcing manager review.,2026-02-13 14:35:00,9.0
APR-1190-01,RUN-1190-01,REQ-1190,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-03-25 05:40:00,16.0
APR-1191-01,RUN-1191-01,REQ-1191,1,Approved,S. Walker,Approved after review of trade-offs and feasibility warnings.,2026-02-28 09:19:00,19.0
APR-1192-01,RUN-1192-01,REQ-1192,1,Pending,S. Walker,Pending sourcing manager review.,2026-02-02 17:51:00,1.0
APR-1193-01,RUN-1193-01,REQ-1193,1,Rejected,S. Walker,Rejected due to policy or portfolio concerns.,2026-04-13 01:50:00,9.0
APR-1194-01,RUN-1194-01,REQ-1194,1,Approved,S. Walker,Approved after review of trade-offs and feasibility warnings.,2026-01-09 13:48:00,21.0
APR-1195-01,RUN-1195-01,REQ-1195,1,Rejected,R. Patel,Rejected due to policy or portfolio concerns.,2026-03-25 13:21:00,11.0
APR-1196-01,RUN-1196-01,REQ-1196,1,Approved,M. Chen,Approved after review of trade-offs and feasibility warnings.,2026-03-30 00:33:00,7.0
APR-1197-01,RUN-1197-01,REQ-1197,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-03-14 19:48:00,15.0
APR-1198-01,RUN-1198-01,REQ-1198,1,Approved,J. Morgan,Approved after review of trade-offs and feasibility warnings.,2026-01-30 11:21:00,9.0
APR-1199-01,RUN-1199-01,REQ-1199,1,Approved,S. Walker,Approved after review of trade-offs and feasibility warnings.,2026-01-16 03:05:00,18.0
APR-1200-01,RUN-1200-01,REQ-1200,1,Approved,R. Patel,Approved after review of trade-offs and feasibility warnings.,2026-04-06 03:12:00,1.0
APR-1201-01,RUN-1201-01,REQ-1201,1,Approved,J. Morgan,Approved after review of trade-offs and feasibility warnings.,2026-01-26 11:30:00,11.0
APR-1202-01,RUN-1202-01,REQ-1202,1,Approved,S. Walker,Approved after review of trade-offs and feasibility warnings.,2026-03-03 04:04:00,2.0
APR-1203-01,RUN-1203-01,REQ-1203,1,Approved,S. Walker,Approved after review of trade-offs and feasibility warnings.,2026-03-07 21:13:00,20.0
APR-1204-01,RUN-1204-01,REQ-1204,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-01-25 13:10:00,17.0
APR-1205-01,RUN-1205-01,REQ-1205,1,Rejected,J. Morgan,Rejected because validation found likely infeasibility.,2026-02-14 23:26:00,20.0
APR-1206-01,RUN-1206-01,REQ-1206,1,Rejected,S. Walker,Rejected due to policy or portfolio concerns.,2026-02-08 17:35:00,5.0
APR-1207-01,RUN-1207-01,REQ-1207,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-03-22 01:13:00,18.0
APR-1208-01,RUN-1208-01,REQ-1208,1,Rejected,R. Patel,Rejected because validation found likely infeasibility.,2026-03-20 10:01:00,5.0
APR-1209-01,RUN-1209-01,REQ-1209,1,Rejected,S. Walker,Rejected because validation found likely infeasibility.,2026-01-13 09:49:00,17.0
APR-1210-01,RUN-1210-01,REQ-1210,1,Pending,A. Shah,Pending sourcing manager review.,2026-01-26 02:10:00,5.0
APR-1211-01,RUN-1211-01,REQ-1211,1,Pending,J. Morgan,Pending sourcing manager review.,2026-03-05 18:36:00,5.0
APR-1212-01,RUN-1212-01,REQ-1212,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-04-04 22:15:00,13.0
APR-1213-01,RUN-1213-01,REQ-1213,1,Rejected,A. Shah,Rejected because validation found likely infeasibility.,2026-02-27 23:08:00,23.0
APR-1214-01,RUN-1214-01,REQ-1214,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-04-02 09:45:00,21.0
APR-1215-01,RUN-1215-01,REQ-1215,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-04-03 08:50:00,13.0
APR-1216-01,RUN-1216-01,REQ-1216,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-03-14 06:21:00,9.0
APR-1217-01,RUN-1217-01,REQ-1217,1,Approved,A. Shah,Approved after review of trade-offs and feasibility warnings.,2026-01-24 22:10:00,1.0
APR-1218-01,RUN-1218-01,REQ-1218,1,Approved,R. Patel,Approved after review of trade-offs and feasibility warnings.,2026-04-06 12:45:00,16.0
APR-1219-01,RUN-1219-01,REQ-1219,1,Approved,A. Shah,Approved after review of trade-offs and feasibility warnings.,2026-03-24 07:21:00,14.0
APR-1220-01,RUN-1220-01,REQ-1220,1,Approved,A. Shah,Approved after review of trade-offs and feasibility warnings.,2026-03-16 13:04:00,24.0
APR-1221-01,RUN-1221-01,REQ-1221,1,Approved,S. Walker,Approved after review of trade-offs and feasibility warnings.,2026-02-15 20:28:00,1.0
APR-1222-01,RUN-1222-01,REQ-1222,1,Approved,M. Chen,Approved after review of trade-offs and feasibility warnings.,2026-01-19 11:22:00,21.0
APR-1223-01,RUN-1223-01,REQ-1223,1,Approved,S. Walker,Approved after review of trade-offs and feasibility warnings.,2026-01-08 04:16:00,16.0
APR-1224-01,RUN-1224-01,REQ-1224,1,Pending,J. Morgan,Pending sourcing manager review.,2026-02-19 04:01:00,21.0
APR-1225-01,RUN-1225-01,REQ-1225,1,Approved,A. Shah,Approved after review of trade-offs and feasibility warnings.,2026-01-22 07:44:00,19.0
APR-1226-01,RUN-1226-01,REQ-1226,1,Approved,J. Morgan,Approved after review of trade-offs and feasibility warnings.,2026-01-23 07:11:00,4.0
APR-1227-01,RUN-1227-01,REQ-1227,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-02-28 08:02:00,6.0
APR-1228-01,RUN-1228-01,REQ-1228,1,Approved,R. Patel,Approved after review of trade-offs and feasibility warnings.,2026-03-25 21:49:00,22.0
APR-1229-01,RUN-1229-01,REQ-1229,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-01-21 07:46:00,12.0
APR-1230-01,RUN-1230-01,REQ-1230,1,Rejected,M. Chen,Rejected due to policy or portfolio concerns.,2026-04-11 00:13:00,22.0
