recommendation_id,workflow_run_id,request_id,recommendation_status,headline,detail,selected_suppliers,estimated_total_cost,generated_at
REC-1083-01,RUN-1083-01,REQ-1083,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-01-09 13:34:00
REC-1084-01,RUN-1084-01,REQ-1084,generated,"Allocate 90,000 units across 6 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,6.0,1259483.71,2026-01-10 04:45:00
REC-1085-01,RUN-1085-01,REQ-1085,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-01-16 11:33:00
REC-1086-01,RUN-1086-01,REQ-1086,generated,"Allocate 120,000 units across 5 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,5.0,1583660.65,2026-03-09 03:56:00
REC-1087-01,RUN-1087-01,REQ-1087,generated,"Allocate 150,000 units across 4 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,4.0,2007543.68,2026-03-29 11:01:00
REC-1088-01,RUN-1088-01,REQ-1088,generated,"Allocate 135,000 units across 4 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,4.0,1979989.52,2026-01-13 19:43:00
REC-1089-01,RUN-1089-01,REQ-1089,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-01-10 23:13:00
REC-1090-01,RUN-1090-01,REQ-1090,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-14 14:49:00
REC-1091-01,RUN-1091-01,REQ-1091,generated,"Allocate 135,000 units across 3 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,3.0,1679693.91,2026-03-14 16:50:00
REC-1092-01,RUN-1092-01,REQ-1092,generated,"Allocate 110,000 units across 6 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,6.0,1170549.69,2026-01-11 02:24:00
REC-1093-01,RUN-1093-01,REQ-1093,generated,"Allocate 70,000 units across 6 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,6.0,815303.09,2026-03-01 01:08:00
REC-1094-01,RUN-1094-01,REQ-1094,generated,"Allocate 55,000 units across 5 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,5.0,837775.71,2026-04-08 18:31:00
REC-1095-01,RUN-1095-01,REQ-1095,generated,"Allocate 170,000 units across 6 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,6.0,2272483.21,2026-03-18 06:43:00
REC-1096-01,RUN-1096-01,REQ-1096,generated,"Allocate 90,000 units across 3 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,3.0,1389008.19,2026-02-25 10:38:00
REC-1097-01,RUN-1097-01,REQ-1097,generated,"Allocate 150,000 units across 4 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,4.0,1313764.78,2026-02-26 11:44:00
REC-1098-01,RUN-1098-01,REQ-1098,generated,"Allocate 135,000 units across 4 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,4.0,1495633.2,2026-02-07 14:15:00
REC-1099-01,RUN-1099-01,REQ-1099,generated,"Allocate 90,000 units across 6 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,6.0,1267160.76,2026-03-15 09:29:00
REC-1100-01,RUN-1100-01,REQ-1100,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-27 02:41:00
REC-1101-01,RUN-1101-01,REQ-1101,generated,"Allocate 40,000 units across 4 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,4.0,438477.63,2026-04-04 14:54:00
REC-1102-01,RUN-1102-01,REQ-1102,generated,"Allocate 150,000 units across 6 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,6.0,1649770.66,2026-03-15 03:36:00
REC-1103-01,RUN-1103-01,REQ-1103,generated,"Allocate 90,000 units across 6 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,6.0,1235614.76,2026-04-06 18:03:00
REC-1104-01,RUN-1104-01,REQ-1104,generated,"Allocate 55,000 units across 6 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,6.0,713500.44,2026-02-05 04:14:00
REC-1105-01,RUN-1105-01,REQ-1105,generated,"Allocate 120,000 units across 5 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,5.0,1474725.51,2026-03-23 08:02:00
REC-1106-01,RUN-1106-01,REQ-1106,generated,"Allocate 70,000 units across 4 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,4.0,953103.21,2026-01-27 19:20:00
REC-1107-01,RUN-1107-01,REQ-1107,generated,"Allocate 55,000 units across 6 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,6.0,568424.0,2026-03-29 06:32:00
REC-1108-01,RUN-1108-01,REQ-1108,generated,"Allocate 110,000 units across 5 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,5.0,1319327.09,2026-03-21 13:51:00
REC-1109-01,RUN-1109-01,REQ-1109,generated,"Allocate 40,000 units across 4 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,4.0,444668.45,2026-01-19 08:10:00
REC-1110-01,RUN-1110-01,REQ-1110,generated,"Allocate 90,000 units across 5 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,5.0,1177401.37,2026-03-02 04:45:00
REC-1111-01,RUN-1111-01,REQ-1111,generated,"Allocate 110,000 units across 4 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,4.0,1348526.17,2026-01-24 08:41:00
REC-1112-01,RUN-1112-01,REQ-1112,generated,"Allocate 40,000 units across 6 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,6.0,509234.93,2026-01-23 06:40:00
REC-1113-01,RUN-1113-01,REQ-1113,generated,"Allocate 40,000 units across 6 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,6.0,550483.25,2026-03-29 08:49:00
REC-1114-01,RUN-1114-01,REQ-1114,generated,"Allocate 170,000 units across 5 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,5.0,1617068.43,2026-04-07 22:05:00
REC-1115-01,RUN-1115-01,REQ-1115,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-28 13:46:00
REC-1116-01,RUN-1116-01,REQ-1116,generated,"Allocate 70,000 units across 3 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,3.0,894700.68,2026-01-14 18:11:00
REC-1117-01,RUN-1117-01,REQ-1117,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-01-30 23:41:00
REC-1118-01,RUN-1118-01,REQ-1118,generated,"Allocate 150,000 units across 6 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,6.0,2211661.72,2026-01-25 08:03:00
REC-1119-01,RUN-1119-01,REQ-1119,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-19 14:55:00
REC-1120-01,RUN-1120-01,REQ-1120,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-09 19:36:00
REC-1121-01,RUN-1121-01,REQ-1121,generated,"Allocate 55,000 units across 3 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,3.0,524750.98,2026-03-21 19:02:00
REC-1122-01,RUN-1122-01,REQ-1122,generated,"Allocate 40,000 units across 3 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,3.0,501652.59,2026-01-16 21:37:00
REC-1123-01,RUN-1123-01,REQ-1123,generated,"Allocate 90,000 units across 6 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,6.0,1371163.57,2026-02-13 07:33:00
REC-1124-01,RUN-1124-01,REQ-1124,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-01 01:46:00
REC-1125-01,RUN-1125-01,REQ-1125,generated,"Allocate 40,000 units across 4 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,4.0,399029.28,2026-01-14 12:58:00
REC-1126-01,RUN-1126-01,REQ-1126,generated,"Allocate 55,000 units across 3 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,3.0,549461.7,2026-04-08 16:44:00
REC-1127-01,RUN-1127-01,REQ-1127,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-01-17 22:19:00
REC-1128-01,RUN-1128-01,REQ-1128,generated,"Allocate 90,000 units across 4 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,4.0,1246732.94,2026-03-06 23:34:00
REC-1129-01,RUN-1129-01,REQ-1129,generated,"Allocate 150,000 units across 4 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,4.0,1316585.83,2026-03-08 07:12:00
REC-1130-01,RUN-1130-01,REQ-1130,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-05 17:47:00
REC-1131-01,RUN-1131-01,REQ-1131,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-23 18:19:00
REC-1132-01,RUN-1132-01,REQ-1132,generated,"Allocate 135,000 units across 6 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,6.0,1648699.07,2026-03-06 06:35:00
REC-1133-01,RUN-1133-01,REQ-1133,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-04-04 07:37:00
REC-1134-01,RUN-1134-01,REQ-1134,generated,"Allocate 150,000 units across 6 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,6.0,1667606.6,2026-03-18 01:53:00
REC-1135-01,RUN-1135-01,REQ-1135,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-04-05 08:25:00
REC-1136-01,RUN-1136-01,REQ-1136,generated,"Allocate 150,000 units across 5 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,5.0,2160257.79,2026-02-25 01:17:00
REC-1137-01,RUN-1137-01,REQ-1137,generated,"Allocate 150,000 units across 6 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,6.0,1999023.24,2026-01-26 23:21:00
REC-1138-01,RUN-1138-01,REQ-1138,generated,"Allocate 110,000 units across 4 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,4.0,1395631.65,2026-03-11 05:11:00
REC-1139-01,RUN-1139-01,REQ-1139,generated,"Allocate 55,000 units across 6 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,6.0,565128.73,2026-02-24 10:57:00
REC-1140-01,RUN-1140-01,REQ-1140,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-01-25 17:40:00
REC-1141-01,RUN-1141-01,REQ-1141,generated,"Allocate 90,000 units across 3 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,3.0,836653.92,2026-03-28 15:56:00
REC-1142-01,RUN-1142-01,REQ-1142,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-01-10 13:00:00
REC-1143-01,RUN-1143-01,REQ-1143,generated,"Allocate 55,000 units across 4 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,4.0,622743.92,2026-03-16 01:32:00
REC-1144-01,RUN-1144-01,REQ-1144,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-19 22:52:00
REC-1145-01,RUN-1145-01,REQ-1145,generated,"Allocate 55,000 units across 4 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,4.0,579297.39,2026-01-23 04:21:00
REC-1146-01,RUN-1146-01,REQ-1146,generated,"Allocate 55,000 units across 3 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,3.0,641542.19,2026-03-16 06:03:00
REC-1147-01,RUN-1147-01,REQ-1147,generated,"Allocate 90,000 units across 4 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,4.0,1269405.44,2026-01-20 13:46:00
REC-1148-01,RUN-1148-01,REQ-1148,generated,"Allocate 40,000 units across 4 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,4.0,363157.14,2026-02-05 07:30:00
REC-1149-01,RUN-1149-01,REQ-1149,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-10 09:09:00
REC-1150-01,RUN-1150-01,REQ-1150,generated,"Allocate 135,000 units across 6 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,6.0,1630095.64,2026-02-07 20:13:00
REC-1151-01,RUN-1151-01,REQ-1151,generated,"Allocate 135,000 units across 3 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,3.0,1897088.92,2026-01-30 06:06:00
REC-1152-01,RUN-1152-01,REQ-1152,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-20 07:58:00
REC-1153-01,RUN-1153-01,REQ-1153,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-20 10:09:00
REC-1154-01,RUN-1154-01,REQ-1154,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-22 02:40:00
REC-1155-01,RUN-1155-01,REQ-1155,generated,"Allocate 70,000 units across 5 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,5.0,930973.45,2026-03-22 04:21:00
REC-1156-01,RUN-1156-01,REQ-1156,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-02 07:29:00
REC-1157-01,RUN-1157-01,REQ-1157,generated,"Allocate 150,000 units across 5 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,5.0,2153322.67,2026-03-19 08:48:00
REC-1158-01,RUN-1158-01,REQ-1158,generated,"Allocate 90,000 units across 3 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,3.0,964247.46,2026-03-14 23:41:00
REC-1159-01,RUN-1159-01,REQ-1159,generated,"Allocate 110,000 units across 6 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,6.0,1493073.32,2026-03-07 06:38:00
REC-1160-01,RUN-1160-01,REQ-1160,generated,"Allocate 110,000 units across 3 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,3.0,1288183.71,2026-01-10 00:20:00
REC-1161-01,RUN-1161-01,REQ-1161,generated,"Allocate 110,000 units across 3 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,3.0,1639263.8,2026-03-14 20:10:00
REC-1162-01,RUN-1162-01,REQ-1162,generated,"Allocate 90,000 units across 5 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,5.0,898360.23,2026-03-15 19:40:00
REC-1163-01,RUN-1163-01,REQ-1163,generated,"Allocate 55,000 units across 5 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,5.0,546962.4,2026-01-14 02:47:00
REC-1164-01,RUN-1164-01,REQ-1164,generated,"Allocate 40,000 units across 3 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,3.0,359238.71,2026-01-06 04:58:00
REC-1165-01,RUN-1165-01,REQ-1165,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-01-20 12:53:00
REC-1166-01,RUN-1166-01,REQ-1166,generated,"Allocate 110,000 units across 6 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,6.0,1205823.17,2026-03-07 08:08:00
REC-1167-01,RUN-1167-01,REQ-1167,generated,"Allocate 90,000 units across 4 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,4.0,1331956.9,2026-03-07 00:13:00
REC-1168-01,RUN-1168-01,REQ-1168,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-19 23:15:00
REC-1169-01,RUN-1169-01,REQ-1169,generated,"Allocate 135,000 units across 4 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,4.0,1194904.82,2026-03-07 17:35:00
REC-1170-01,RUN-1170-01,REQ-1170,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-21 23:16:00
REC-1171-01,RUN-1171-01,REQ-1171,generated,"Allocate 110,000 units across 3 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,3.0,1499466.12,2026-03-25 08:39:00
REC-1172-01,RUN-1172-01,REQ-1172,generated,"Allocate 90,000 units across 6 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,6.0,1137660.22,2026-01-08 05:35:00
REC-1173-01,RUN-1173-01,REQ-1173,generated,"Allocate 70,000 units across 6 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,6.0,910389.51,2026-01-12 10:18:00
REC-1174-01,RUN-1174-01,REQ-1174,generated,"Allocate 55,000 units across 4 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,4.0,807093.27,2026-01-21 07:16:00
REC-1175-01,RUN-1175-01,REQ-1175,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-26 07:15:00
REC-1176-01,RUN-1176-01,REQ-1176,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-04-02 14:35:00
REC-1177-01,RUN-1177-01,REQ-1177,generated,"Allocate 55,000 units across 4 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,4.0,544294.9,2026-03-06 16:28:00
REC-1178-01,RUN-1178-01,REQ-1178,generated,"Allocate 40,000 units across 6 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,6.0,490035.45,2026-03-29 13:51:00
REC-1179-01,RUN-1179-01,REQ-1179,generated,"Allocate 150,000 units across 3 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,3.0,2121915.93,2026-03-21 09:17:00
REC-1180-01,RUN-1180-01,REQ-1180,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-01-15 01:12:00
REC-1181-01,RUN-1181-01,REQ-1181,generated,"Allocate 70,000 units across 5 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,5.0,754011.41,2026-03-05 10:14:00
REC-1182-01,RUN-1182-01,REQ-1182,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-20 12:23:00
REC-1183-01,RUN-1183-01,REQ-1183,generated,"Allocate 135,000 units across 5 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,5.0,1362798.64,2026-04-05 20:45:00
REC-1184-01,RUN-1184-01,REQ-1184,generated,"Allocate 55,000 units across 5 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,5.0,569918.65,2026-04-04 13:52:00
REC-1185-01,RUN-1185-01,REQ-1185,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-10 17:43:00
REC-1186-01,RUN-1186-01,REQ-1186,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-22 14:28:00
REC-1187-01,RUN-1187-01,REQ-1187,generated,"Allocate 110,000 units across 3 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,3.0,1540104.02,2026-02-21 17:51:00
REC-1188-01,RUN-1188-01,REQ-1188,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-24 10:01:00
REC-1189-01,RUN-1189-01,REQ-1189,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-13 19:55:00
REC-1190-01,RUN-1190-01,REQ-1190,generated,"Allocate 55,000 units across 3 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,3.0,582939.15,2026-03-25 21:00:00
REC-1191-01,RUN-1191-01,REQ-1191,generated,"Allocate 170,000 units across 6 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,6.0,1754926.64,2026-02-28 18:39:00
REC-1192-01,RUN-1192-01,REQ-1192,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-02 19:11:00
REC-1193-01,RUN-1193-01,REQ-1193,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-04-13 02:10:00
REC-1194-01,RUN-1194-01,REQ-1194,generated,"Allocate 135,000 units across 5 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,5.0,1410592.83,2026-01-10 00:08:00
REC-1195-01,RUN-1195-01,REQ-1195,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-25 17:41:00
REC-1196-01,RUN-1196-01,REQ-1196,generated,"Allocate 150,000 units across 4 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,4.0,1395468.7,2026-03-30 12:53:00
REC-1197-01,RUN-1197-01,REQ-1197,generated,"Allocate 40,000 units across 3 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,3.0,578224.19,2026-03-14 17:08:00
REC-1198-01,RUN-1198-01,REQ-1198,generated,"Allocate 150,000 units across 6 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,6.0,1916860.41,2026-01-30 11:41:00
REC-1199-01,RUN-1199-01,REQ-1199,generated,"Allocate 55,000 units across 3 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,3.0,549939.24,2026-01-15 20:25:00
REC-1200-01,RUN-1200-01,REQ-1200,generated,"Allocate 90,000 units across 4 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,4.0,997917.88,2026-04-06 13:32:00
REC-1201-01,RUN-1201-01,REQ-1201,generated,"Allocate 70,000 units across 4 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,4.0,854047.99,2026-01-26 18:50:00
REC-1202-01,RUN-1202-01,REQ-1202,generated,"Allocate 120,000 units across 3 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,3.0,1104626.18,2026-03-04 12:24:00
REC-1203-01,RUN-1203-01,REQ-1203,generated,"Allocate 55,000 units across 6 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,6.0,481969.73,2026-03-07 16:33:00
REC-1204-01,RUN-1204-01,REQ-1204,generated,"Allocate 110,000 units across 5 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,5.0,1287702.79,2026-01-25 23:30:00
REC-1205-01,RUN-1205-01,REQ-1205,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-14 19:46:00
REC-1206-01,RUN-1206-01,REQ-1206,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-09 04:55:00
REC-1207-01,RUN-1207-01,REQ-1207,generated,"Allocate 110,000 units across 3 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,3.0,1430129.78,2026-03-22 04:33:00
REC-1208-01,RUN-1208-01,REQ-1208,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-20 06:21:00
REC-1209-01,RUN-1209-01,REQ-1209,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-01-14 04:09:00
REC-1210-01,RUN-1210-01,REQ-1210,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-01-26 17:30:00
REC-1211-01,RUN-1211-01,REQ-1211,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-06 07:56:00
REC-1212-01,RUN-1212-01,REQ-1212,generated,"Allocate 70,000 units across 5 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,5.0,1007365.72,2026-04-05 04:35:00
REC-1213-01,RUN-1213-01,REQ-1213,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-27 18:28:00
REC-1214-01,RUN-1214-01,REQ-1214,generated,"Allocate 90,000 units across 4 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,4.0,1007139.41,2026-04-01 15:05:00
REC-1215-01,RUN-1215-01,REQ-1215,generated,"Allocate 55,000 units across 5 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,5.0,817307.72,2026-04-03 14:10:00
REC-1216-01,RUN-1216-01,REQ-1216,generated,"Allocate 40,000 units across 6 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,6.0,616959.96,2026-03-14 21:41:00
REC-1217-01,RUN-1217-01,REQ-1217,generated,"Allocate 70,000 units across 4 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,4.0,1066141.43,2026-01-25 17:30:00
REC-1218-01,RUN-1218-01,REQ-1218,generated,"Allocate 120,000 units across 5 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,5.0,1615600.97,2026-04-07 00:05:00
REC-1219-01,RUN-1219-01,REQ-1219,generated,"Allocate 70,000 units across 4 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,4.0,665602.15,2026-03-23 23:41:00
REC-1220-01,RUN-1220-01,REQ-1220,generated,"Allocate 55,000 units across 5 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,5.0,469026.92,2026-03-16 22:24:00
REC-1221-01,RUN-1221-01,REQ-1221,generated,"Allocate 40,000 units across 6 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,6.0,408913.62,2026-02-16 00:48:00
REC-1222-01,RUN-1222-01,REQ-1222,generated,"Allocate 170,000 units across 4 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,4.0,1773671.85,2026-01-19 17:42:00
REC-1223-01,RUN-1223-01,REQ-1223,generated,"Allocate 150,000 units across 3 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,3.0,2239242.81,2026-01-07 13:36:00
REC-1224-01,RUN-1224-01,REQ-1224,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-19 02:21:00
REC-1225-01,RUN-1225-01,REQ-1225,generated,"Allocate 110,000 units across 5 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,5.0,1576564.17,2026-01-22 09:04:00
REC-1226-01,RUN-1226-01,REQ-1226,generated,"Allocate 135,000 units across 6 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,6.0,1794995.52,2026-01-24 02:31:00
REC-1227-01,RUN-1227-01,REQ-1227,generated,"Allocate 90,000 units across 3 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,3.0,1027785.97,2026-03-01 13:22:00
REC-1228-01,RUN-1228-01,REQ-1228,generated,"Allocate 135,000 units across 3 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,3.0,1196140.42,2026-03-25 05:09:00
REC-1229-01,RUN-1229-01,REQ-1229,generated,"Allocate 55,000 units across 5 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,5.0,509216.97,2026-01-22 02:06:00
REC-1230-01,RUN-1230-01,REQ-1230,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-04-10 23:33:00
REC-1231-01,RUN-1231-01,REQ-1231,generated,"Allocate 40,000 units across 5 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,5.0,377369.26,2026-02-22 03:27:00
REC-1232-01,RUN-1232-01,REQ-1232,generated,"Allocate 135,000 units across 3 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,3.0,1847001.05,2026-01-27 06:27:00
REC-1233-01,RUN-1233-01,REQ-1233,generated,"Allocate 40,000 units across 4 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,4.0,386328.2,2026-02-16 18:15:00
REC-1234-01,RUN-1234-01,REQ-1234,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-01-30 16:28:00
REC-1235-01,RUN-1235-01,REQ-1235,generated,"Allocate 110,000 units across 3 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,3.0,1310455.47,2026-02-01 12:20:00
